bayesian	{'0': 7, '94': 1, '234': 1, '459': 1}
bernoulli~player~bet~come	{'245': 1}
many~out	{'245': 1}
bet~many~out	{'245': 1}
player~bet~many~out	{'245': 1}
tosses~ahead	{'245': 1}
many~tosses~ahead	{'245': 1}
bet~many~tosses~ahead	{'245': 1}
game~modified	{'245': 1}
first~version	{'245': 1}
game~first~version	{'245': 1}
proposed~game	{'245': 1}
first~proposed~game	{'245': 1}
nicolaus~player	{'245': 2}
proposed~nicolaus~player	{'245': 2}
first~proposed~nicolaus~player	{'245': 2}
bernoulli~receives	{'245': 1}
nicolaus~bernoulli~receives	{'245': 1}
proposed~nicolaus~bernoulli~receives	{'245': 1}
nothing	{'245': 1}
player~nothing	{'245': 1}
bernoulli~player~nothing	{'245': 1}
nicolaus~bernoulli~player~nothing	{'245': 1}
bet~trial	{'245': 1}
player~bet~trial	{'245': 1}
bernoulli~player~bet~trial	{'245': 1}
many~fixed	{'245': 1}
bet~many~fixed	{'245': 1}
player~bet~many~fixed	{'245': 1}
tosses~number	{'245': 1}
many~tosses~number	{'245': 1}
bet~many~tosses~number	{'245': 1}
game~classical	{'245': 1}
first~theory	{'245': 1}
game~first~theory	{'245': 1}
proposed~modified	{'245': 1}
first~proposed~modified	{'245': 1}
game~first~proposed~modified	{'245': 1}
nicolaus~game	{'245': 1}
proposed~nicolaus~game	{'245': 1}
first~proposed~nicolaus~game	{'245': 1}
concluded	{'245': 1}
bernoulli~concluded	{'245': 1}
nicolaus~bernoulli~concluded	{'245': 1}
proposed~nicolaus~bernoulli~concluded	{'245': 1}
entrance	{'245': 1}
game~entrance	{'245': 1}
fee	{'245': 1}
proposed~feller	{'245': 1}
first~proposed~feller	{'245': 1}
game~first~proposed~feller	{'245': 1}
modern	{'245': 1, '455': 2}
nicolaus~modern	{'245': 1}
proposed~nicolaus~modern	{'245': 1}
first~proposed~nicolaus~modern	{'245': 1}
bernoulli~student	{'245': 1}
nicolaus~bernoulli~student	{'245': 1}
proposed~nicolaus~bernoulli~student	{'245': 1}
hardly	{'245': 1}
player~hardly	{'245': 1}
bernoulli~player~hardly	{'245': 1}
nicolaus~bernoulli~player~hardly	{'245': 1}
understand	{'245': 1}
bet~understand	{'245': 1}
player~bet~understand	{'245': 1}
bernoulli~player~bet~understand	{'245': 1}
mysterious	{'245': 1}
many~mysterious	{'245': 1}
bet~many~mysterious	{'245': 1}
player~bet~many~mysterious	{'245': 1}
discussions	{'245': 1}
tosses~discussions	{'245': 1}
many~tosses~discussions	{'245': 1}
bet~many~tosses~discussions	{'245': 1}
'paradox'	{'245': 1}
game~version	{'245': 1}
proposed~player	{'245': 1}
first~proposed~player	{'245': 1}
game~first~proposed~player	{'245': 1}
$2	{'245': 2}
bernoulli~$2	{'245': 1}
nicolaus~bernoulli~$2	{'245': 1}
proposed~nicolaus~bernoulli~$2	{'245': 1}
turn	{'245': 4, '542': 1}
bet~turn	{'245': 1}
player~bet~turn	{'245': 1}
bernoulli~player~bet~turn	{'245': 1}
many~up	{'245': 1}
bet~many~up	{'245': 1}
player~bet~many~up	{'245': 1}
tosses~first	{'245': 1}
many~tosses~first	{'245': 1}
bet~many~tosses~first	{'245': 1}
throw	{'245': 3}
$4	{'245': 1}
before~$4	{'245': 1}
coin~before~$4	{'245': 1}
tosses~coin~before~$4	{'245': 1}
turns~turn	{'245': 1}
first~turns~turn	{'245': 1}
before~first~turns~turn	{'245': 1}
turns~up	{'245': 1}
first~turns~up	{'245': 1}
head~second	{'245': 1}
up~head~second	{'245': 1}
turns~up~head~second	{'245': 1}
player~throw	{'245': 1}
head~player~throw	{'245': 1}
up~head~player~throw	{'245': 1}
did	{'245': 1}
pays~did	{'245': 1}
player~pays~did	{'245': 1}
head~player~pays~did	{'245': 1}
fixed~turn	{'245': 1}
pays~fixed~turn	{'245': 1}
player~pays~fixed~turn	{'245': 1}
amount~up	{'245': 1}
fixed~amount~up	{'245': 1}
pays~fixed~amount~up	{'245': 1}
$8	{'245': 1}
receives~$8	{'245': 1}
initially~receives~$8	{'245': 1}
amount~initially~receives~$8	{'245': 1}
coin~turn	{'245': 1}
dollars~coin~turn	{'245': 1}
receives~dollars~coin~turn	{'245': 1}
come~up	{'245': 1}
coin~come~up	{'245': 1}
dollars~coin~come~up	{'245': 1}
up~third	{'245': 1}
come~up~third	{'245': 1}
coin~come~up~third	{'245': 1}
th~expected	{'245': 1}
head~th~expected	{'245': 1}
up~head~th~expected	{'245': 1}
payoff	{'245': 4}
apparently	{'245': 1, '550': 1}
game~apparently	{'245': 1}
hole	{'245': 1}
first~hole	{'245': 1}
game~first~hole	{'245': 1}
proposed~amount	{'245': 1}
first~proposed~amount	{'245': 1}
game~first~proposed~amount	{'245': 1}
nicolaus~money	{'245': 1}
proposed~nicolaus~money	{'245': 1}
first~proposed~nicolaus~money	{'245': 1}
bernoulli~still	{'245': 1}
nicolaus~bernoulli~still	{'245': 1}
proposed~nicolaus~bernoulli~still	{'245': 1}
player~come	{'245': 1}
bernoulli~player~come	{'245': 1}
nicolaus~bernoulli~player~come	{'245': 1}
bet~out	{'245': 1}
player~bet~out	{'245': 1}
bernoulli~player~bet~out	{'245': 1}
many~ahead	{'245': 1}
bet~many~ahead	{'245': 1}
player~bet~many~ahead	{'245': 1}
coin~paradox	{'245': 1}
tosses~coin~paradox	{'245': 1}
many~tosses~coin~paradox	{'245': 1}
clearly	{'245': 1, '304': 1}
before~clearly	{'245': 1}
coin~before~clearly	{'245': 1}
tosses~coin~before~clearly	{'245': 1}
resolved	{'245': 1}
first~resolved	{'245': 1}
before~first~resolved	{'245': 1}
coin~before~first~resolved	{'245': 1}
turns~making	{'245': 1}
first~turns~making	{'245': 1}
before~first~turns~making	{'245': 1}
up~distinction	{'245': 1}
turns~up~distinction	{'245': 1}
first~turns~up~distinction	{'245': 1}
head~amount	{'245': 2}
up~head~amount	{'245': 2}
turns~up~head~amount	{'245': 1}
player~final	{'245': 1}
head~player~final	{'245': 1}
up~head~player~final	{'245': 1}
pays~payoff	{'245': 1}
player~pays~payoff	{'245': 1}
head~player~pays~payoff	{'245': 1}
net	{'245': 2, '267': 1, '274': 24, '278': 1, '290': 1, '292': 1}
fixed~net	{'245': 1}
pays~fixed~net	{'245': 1}
player~pays~fixed~net	{'245': 1}
fixed~amount	{'245': 1}
pays~fixed~amount	{'245': 1}
won	{'245': 1}
initially~won	{'245': 1}
amount~initially~won	{'245': 1}
fixed~amount~initially~won	{'245': 1}
dollars~misleading	{'245': 1}
receives~dollars~misleading	{'245': 1}
initially~receives~dollars~misleading	{'245': 1}
coin~payoff	{'245': 1}
dollars~coin~payoff	{'245': 1}
receives~dollars~coin~payoff	{'245': 1}
come~without	{'245': 1}
coin~come~without	{'245': 1}
dollars~coin~come~without	{'245': 1}
account	{'245': 1, '392': 1, '420': 1}
up~account	{'245': 1}
come~up~account	{'245': 1}
coin~come~up~account	{'245': 1}
come~up~head~amount	{'245': 1}
th~lost	{'245': 1}
head~th~lost	{'245': 1}
up~head~th~lost	{'245': 1}
previous	{'245': 1, '278': 1, '281': 1, '292': 1, '303': 2, '537': 1}
toss~previous	{'245': 1}
th~toss~previous	{'245': 1}
head~th~toss~previous	{'245': 1}
value~shown	{'245': 1}
expectation~value~shown	{'245': 1}
toss~expectation~value~shown	{'245': 1}
dollars~time	{'245': 1}
gain~dollars~time	{'245': 1}
value~gain~dollars~time	{'245': 1}
finite~player	{'245': 1}
dollars~finite~player	{'245': 1}
gain~dollars~finite~player	{'245': 1}
amount~first	{'245': 1}
finite~amount~first	{'245': 1}
dollars~finite~amount~first	{'245': 1}
money~wins	{'245': 1}
amount~money~wins	{'245': 1}
finite~amount~money~wins	{'245': 1}
first~lost	{'245': 1}
game~first~lost	{'245': 1}
first~wins	{'245': 1}
game~first~wins	{'245': 1}
first~net	{'245': 1}
game~first~net	{'245': 1}
proposed~gain	{'245': 1}
first~proposed~gain	{'245': 1}
game~first~proposed~gain	{'245': 1}
whopping	{'245': 1}
bernoulli~whopping	{'245': 1}
nicolaus~bernoulli~whopping	{'245': 1}
proposed~nicolaus~bernoulli~whopping	{'245': 1}
bet~no	{'245': 1}
player~bet~no	{'245': 1}
bernoulli~player~bet~no	{'245': 1}
many~matter	{'245': 1}
bet~many~matter	{'245': 1}
player~bet~many~matter	{'245': 1}
tosses~many	{'245': 1}
bet~tosses~many	{'245': 1}
many~coin~tosses	{'245': 1}
before~finally	{'245': 1}
coin~before~finally	{'245': 1}
tosses~coin~before~finally	{'245': 1}
win	{'245': 2, '272': 1, '543': 1}
up~large	{'245': 1}
turns~up~large	{'245': 1}
first~turns~up~large	{'245': 1}
head~payoff	{'245': 1}
up~head~payoff	{'245': 1}
turns~up~head~payoff	{'245': 1}
head~player~long	{'245': 1}
up~head~player~long	{'245': 1}
pays~run	{'245': 1}
player~pays~run	{'245': 1}
head~player~pays~run	{'245': 1}
balanced	{'245': 1, '390': 1}
amount~balanced	{'245': 1}
fixed~amount~balanced	{'245': 1}
pays~fixed~amount~balanced	{'245': 1}
initially~large	{'245': 1}
amount~initially~large	{'245': 1}
fixed~amount~initially~large	{'245': 1}
receives~amount	{'245': 1}
initially~receives~amount	{'245': 1}
dollars~player	{'245': 1}
receives~dollars~player	{'245': 1}
initially~receives~dollars~player	{'245': 1}
invest	{'245': 1}
up~noting	{'245': 1}
come~up~noting	{'245': 1}
coin~come~up~noting	{'245': 1}
head~probability	{'245': 1}
up~head~probability	{'245': 1}
come~up~head~probability	{'245': 1}
th~winning	{'245': 1}
head~th~winning	{'245': 1}
up~head~th~winning	{'245': 1}
game~toss	{'245': 1}
game~probability	{'245': 1}
game~first~distribution	{'245': 1}
proposed~number	{'245': 1}
first~proposed~number	{'245': 1}
game~first~proposed~number	{'245': 1}
nicolaus~tosses	{'245': 1}
proposed~nicolaus~tosses	{'245': 1}
first~proposed~nicolaus~tosses	{'245': 1}
bernoulli~win	{'245': 1}
nicolaus~bernoulli~win	{'245': 1}
proposed~nicolaus~bernoulli~win	{'245': 1}
game~petersburg	{'245': 1}
nicolaus~coin	{'245': 1}
proposed~nicolaus~coin	{'245': 1}
first~proposed~nicolaus~coin	{'245': 1}
player~gambler	{'245': 1}
bernoulli~player~gambler	{'245': 1}
nicolaus~bernoulli~player~gambler	{'245': 1}
many~geometric	{'245': 1}
bet~many~geometric	{'245': 1}
player~bet~many~geometric	{'245': 1}
informally	{'246': 1}
informally~sample	{'246': 2}
sample~space	{'246': 3}
informally~sample~space	{'246': 3}
space~set	{'246': 2}
sample~space~set	{'246': 2}
informally~sample~space~set	{'246': 2}
space~event~set	{'246': 1}
set~possible	{'246': 3}
event~set~possible	{'246': 1}
formally~set	{'246': 2}
event~formally~set	{'246': 2}
value~event~formally~set	{'246': 1}
formally~set~possible	{'246': 2}
event~formally~set~possible	{'246': 1}
sigma-algebra	{'246': 3}
informally~space	{'246': 2}
sample~largest	{'246': 1}
informally~sample~largest	{'246': 1}
sample~event	{'246': 1}
informally~sample~event	{'246': 1}
set~possibility	{'246': 1}
space~set~possibility	{'246': 1}
sample~space~set~possibility	{'246': 1}
event~space	{'246': 1}
set~event~space	{'246': 1}
set~evans	{'246': 1}
event~set~evans	{'246': 1}
space~toss	{'246': 1}
sample~space~toss	{'246': 1}
informally~sample~space~toss	{'246': 1}
set~two	{'246': 1, '367': 1}
space~set~two	{'246': 1}
sample~space~set~two	{'246': 1}
set~land	{'246': 1}
event~set~land	{'246': 1}
hh	{'246': 1, '508': 1}
tt	{'246': 1}
space~set~probability	{'246': 1}
sample~space~set~probability	{'246': 1}
event~set~random	{'246': 1}
formally~state	{'246': 1}
event~formally~state	{'246': 1}
value~event~formally~state	{'246': 1}
intuitively	{'247': 1, '248': 1, '254': 1}
self-correcting~process	{'247': 1}
point~self-correcting~process	{'247': 1}
denotes~self-correcting	{'247': 1}
process~denotes~self-correcting	{'247': 1}
covariance~occurrence	{'247': 1, '248': 1}
denotes~covariance~occurrence	{'247': 1, '248': 1}
self-correcting~denotes~covariance~occurrence	{'247': 1}
two~past	{'247': 1, '248': 1}
covariance~two~past	{'247': 1, '248': 1}
denotes~covariance~two~past	{'247': 1, '248': 1}
inhibits	{'247': 1}
intuitively~inhibits	{'247': 1}
quantities~intuitively~inhibits	{'247': 1}
two~quantities~intuitively~inhibits	{'247': 1}
process~occurrence	{'247': 1}
intuitively~process~occurrence	{'247': 1}
quantities~intuitively~process~occurrence	{'247': 1}
self-correcting~future	{'247': 1}
process~self-correcting~future	{'247': 1}
intuitively~process~self-correcting~future	{'247': 1}
self-correcting~time-series	{'247': 1}
process~self-correcting~time-series	{'247': 1}
point~process~self-correcting~time-series	{'247': 1}
covariance~marked	{'247': 1, '248': 1}
denotes~covariance~marked	{'247': 1, '248': 1}
self-correcting~denotes~covariance~marked	{'247': 1}
covariance~two~point	{'247': 1, '248': 1}
denotes~covariance~two~point	{'247': 1, '248': 1}
intuitively~point	{'247': 1, '248': 1}
quantities~intuitively~point	{'247': 1, '248': 1}
two~quantities~intuitively~point	{'247': 1, '248': 1}
self-correcting~self-exciting	{'247': 1}
process~self-correcting~self-exciting	{'247': 1}
intuitively~process~self-correcting~self-exciting	{'247': 1}
self-correcting~occurrence~point	{'247': 1}
process~self-correcting~occurrence~point	{'247': 1}
past~point~simple	{'247': 1, '248': 1}
occurrence~past~point~simple	{'247': 1, '248': 1}
inhibits~point	{'247': 1}
past~inhibits~point	{'247': 1}
future~spatial	{'247': 1}
occurrence~future~spatial	{'247': 1}
inhibits~occurrence~future~spatial	{'247': 1}
future~point	{'247': 1}
occurrence~future~point	{'247': 1}
point~spatial-temporal	{'247': 1, '248': 1, '253': 1}
self-correcting~point~spatial-temporal	{'247': 1}
self-correcting~process~point	{'247': 1}
analysis~temporal	{'247': 1, '248': 1}
time-series~analysis~temporal	{'247': 1, '248': 1}
process~time-series~analysis~temporal	{'247': 1, '248': 1}
self-exciting~process	{'248': 1}
point~self-exciting~process	{'248': 1}
denotes~self-exciting	{'248': 1}
process~denotes~self-exciting	{'248': 1}
self-exciting~denotes~covariance~occurrence	{'248': 1}
intuitively~occurrence	{'248': 1}
quantities~intuitively~occurrence	{'248': 1}
two~quantities~intuitively~occurrence	{'248': 1}
intuitively~process~future	{'248': 1}
quantities~intuitively~process~future	{'248': 1}
self-exciting~time-series	{'248': 1}
process~self-exciting~time-series	{'248': 1}
point~process~self-exciting~time-series	{'248': 1}
self-exciting~denotes~covariance~marked	{'248': 1}
self-exciting~self-correcting	{'248': 1}
process~self-exciting~self-correcting	{'248': 1}
intuitively~process~self-exciting~self-correcting	{'248': 1}
self-exciting~occurrence~point	{'248': 1}
process~self-exciting~occurrence~point	{'248': 1}
past~occurrence~point	{'248': 1}
point~spatial	{'248': 1}
future~point~spatial	{'248': 1}
occurrence~future~point~spatial	{'248': 1}
probable~point	{'248': 1}
future~probable~point	{'248': 1}
self-exciting~point~spatial-temporal	{'248': 1}
probable~self-exciting~point~spatial-temporal	{'248': 1}
self-exciting~process~point	{'248': 1}
simple~point	{'249': 2}
simple~point~process	{'249': 1}
sure	{'249': 1, '576': 1}
simple~sure	{'249': 1}
simple~spp	{'249': 1}
point~sequence	{'249': 1}
simple~point~sequence	{'249': 1}
interpreted	{'249': 1, '302': 1, '327': 1, '354': 1}
simple~either	{'249': 1}
simple~point~time	{'249': 1}
recording	{'249': 1}
simple~recording	{'249': 1}
indication	{'249': 1, '257': 1}
simple~indication	{'249': 1}
point~fewer	{'249': 1}
simple~point~fewer	{'249': 1}
simple~occurred	{'249': 1}
altogether	{'249': 1}
point~altogether	{'249': 1}
simple~point~altogether	{'249': 1}
simple~jacobsen	{'249': 1}
simple~point~process~time-series	{'249': 1}
almost~marked	{'249': 1}
spp~almost~marked	{'249': 1}
process~spp~almost~marked	{'249': 1}
surely~point	{'249': 1}
almost~surely~point	{'249': 1}
spp~almost~surely~point	{'249': 1}
increasing~sequence~point	{'249': 1}
surely~increasing~sequence~point	{'249': 1}
positive~self-correcting	{'249': 1}
strictly~positive~self-correcting	{'249': 1}
sequence~strictly~positive~self-correcting	{'249': 1}
possibly~point	{'249': 1}
positive~possibly~point	{'249': 1}
strictly~positive~possibly~point	{'249': 1}
random~self-exciting	{'249': 1}
infinite~random~self-exciting	{'249': 1}
possibly~infinite~random~self-exciting	{'249': 1}
variable~point	{'249': 1}
random~variable~point	{'249': 1}
infinite~random~variable~point	{'249': 1}
increasing~spatial	{'249': 1}
strictly~increasing~spatial	{'249': 1}
variable~strictly~increasing~spatial	{'249': 1}
long~point	{'249': 1}
increasing~long~point	{'249': 1}
strictly~increasing~long~point	{'249': 1}
almost~spatial-temporal	{'249': 1}
finite~almost~spatial-temporal	{'249': 1}
long~finite~almost~spatial-temporal	{'249': 1}
sure~point	{'249': 1}
almost~sure~point	{'249': 1}
finite~almost~sure~point	{'249': 1}
symbolically~temporal	{'249': 1}
limit~symbolically~temporal	{'249': 1}
sure~limit~symbolically~temporal	{'249': 1}
spp~point	{'249': 1}
symbolically~spp~point	{'249': 1}
limit~symbolically~spp~point	{'249': 1}
simpson	{'250': 3}
amalgamation	{'250': 1}
paradox~amalgamation	{'250': 1}
simpson~paradox~amalgamation	{'250': 1}
reversal	{'250': 1}
paradox~reversal	{'250': 1}
amalgamation~paradox~reversal	{'250': 1}
yule-simpson	{'250': 1}
paradox~yule-simpson	{'250': 1}
reversal~paradox~yule-simpson	{'250': 1}
effect	{'250': 1, '278': 1, '292': 1, '327': 1, '386': 1, '398': 2, '407': 1, '432': 1, '570': 1}
effect~paradox	{'250': 1}
yule-simpson~effect~paradox	{'250': 1}
paradox~statistical	{'250': 1}
effect~paradox~statistical	{'250': 1}
yule-simpson~effect~paradox~statistical	{'250': 1}
trend	{'250': 1, '304': 1, '360': 1}
statistical~trend	{'250': 1}
paradox~statistical~trend	{'250': 1}
effect~paradox~statistical~trend	{'250': 1}
appear~present	{'250': 1}
trend~appear~present	{'250': 1}
statistical~trend~appear~present	{'250': 1}
appear~present~data	{'250': 1}
trend~appear~present~data	{'250': 1}
